screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
Conundrum9999,Katie “the limit does not exist” (mean / them),Stolen Atfalati land,"Blind, neurodivergent, queer xicanx, ANTIFA software dev & physics student.
Stolen Atfalati land (Anarchist Jurisdiction)
Please help!: https://t.co/RblpJZq1Zt",@livelaughloot_ @expectlettuce @CrustySocks5 @anitanoelleg @kmwdotcom @AugustinaEliza @Antifada161 @RisingPDX… https://t.co/YnzKjPThxd,no,no,no,no,no,no,
catgirlultra_,f/n,4TEEN,#XINYAN : i love liyue...... please....... i want to sing...... ／／ selective fb ／／ にほんご (ひらがな)OK！／／ https://t.co/DHxFdX2AEQ ／／ desi muslim,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
bird_boobie,💛~𝐒𝐚𝐠𝐞~💛,,"✨ Pretty Birb ✨

 She/They | Trans | 🔞

Dm's closed for the time being!","RT @CarhinaShark: ""Oh, you're a transwoman with a shark fursona? So, how long did it take you to get your first Blåhaj?""",no,yes,yes,no,no,no,
valkillm0re,big dutch 💫,"Pittsburgh, PA",yinzer ass tomboy train enthusiast 🚊💫 #traingoodcarbad #goodtrainbadcar,@finucan_tim @GaineyForMayor you’re what makes my blood boil about pittsburgh politics. people THAT DONT EVEN LIVE… https://t.co/0hg20f1Z3j,no,no,no,no,no,no,
xostubbornbun,ozzzzziiiieeeee,,!! #BlackLivesMatter !! bun / ozzie !! matching w/ @howlstars,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
formerwhiteboy,GlockTavius Jaquan Dequan Rolle,🇧🇸/🇹🇨self ,14! Just a drippy tranracial white guy,@ferrniio Bethposts a transwoman on radtwt,no,no,no,no,no,no,
youretoolaod,syd,,atx ✰ hey gal pals,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
fmlevaaa,eva 🔮,she/her 16,formerly @coneyburner,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,no,no,no,no,
Alkupra,bitter peach 🍑,"Jakarta Capital Region, Indonesia",𓆝𓆟𓆜𓆞𓆡,RT @aalfikar: Idk but watching this reminds me of a transwoman I met someday years back in a church that I visited. Her voice is so majesti…,no,no,no,no,no,no,
NewsomBurner,Gavin Newsom Burner ➐,✂️,parody account he/him,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,no,no,no,no,no,
eliza8970,Elizabeth 🕵🏽‍♀️,s/h,"16, Black💫 Marvel, Star Wars, Astrology, Politics  backup: @niggative8970","RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
ami_theestalli,amira 🧍‍♂️,15 👩‍❤️‍💋‍👩,she/her,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,no,no,no,no,
woman_of_ideas,I'm my mother's daughter,Where in the world am I?,"feminist lesbian disabled-from-birth artist/activist working-class 
Equality & sharing world's resources to protect planet is rational & just",RT @MaryHowden: @JeanHatchet In Scotland government funding depends on the organisations accepting that transwoman are women &amp; making provi…,no,no,no,no,no,no,
nonbinarylich,Hulu 🏳️‍⚧️ Sleepy Binch Disease,BLM Trans flag by frogwhomp,Harley 26 they/them 💜 queer af ✨ BASc ✨ Not to me. Not if it's you. ✨ You cannot kill me in a way that matters ✨ 18+ | pro-shipping ✨,"@viciousfrockery idk what thats about, i just think about the transwoman in Saga (comic) 🥰",no,no,yes,yes,no,no,
MobileSuitAndre,Metal Andre Solid,,New André Tweets - Fashion & Design Enthusiast - Isabel Marant Dallas,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
jminsbabe,Cah⁷ maybe not giving up,ela/dela/she/her ♡ 22yo,Only here to sin    ⋆              Latin 💛                                        ☆                       '98 line   BVO'S TEAM YEONTAN,RT @Blakkdiamond6: Hey https://t.co/B1CWJn2McY a bit sad to say still not one person has responded or donated anything yet and I'm literall…,no,yes,no,no,no,no,
boredbimmzy,Boredbimmzy,,"LDS radtrad, schiessposter, #DezNat
Stop being a consoooomer stop consuming stop consuming stop consuming",@BasedTomas @_mjoonchild @SputzeeD It does make her look like a 'transwoman' though,no,no,no,no,no,no,
chrissol_tm,𝓈𝑜𝓁,saturn,just a nigga trying to recreate his fantasies,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
maidjakurai,victor ✰ kaj ✰ starling ✰ musicbox,asian ✰ minor ✰ nblm ,homosexual lotor advocate |✰| cbyf!! like my pinned if u have read plz |✰| they/he/laven |✰| ♡ rey ♡ |✰|,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,no,yes,no,no,no,
ErnestoBaca7,Ernesto,,Artist | 19,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
lbedroombully5,DaBedroomBully5,Where you need me to be 😘,"Looking for them thick booty, fem bottoms! 🍆👅🍆👅",RT @lbedroombully5: Ima find me a bad ass transwoman to wife up soon!,no,no,no,no,no,no,
loonasdreams,dean, 20/gay :),he/him,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,no,no,no,no,no,
i_starfish,i'm the galactic starfish,,"mitski stan first, human second | she/her | 16 | multifandom | private account is @GalacticIm","RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,no,no,no,no,
skunkw0rxx,🏳️‍⚧️SkunkW0rxx🏳️‍🌈⚢💉,"Pyeongtaek-si, Republic of Kor","Level 42
She/Her
HRT 30 MAR 2020
Furry
Poly
📡🛰️ network engineer, derby girl
Army Vet
💍@ZoeJSilver
Banner @ConjuredKitten
PfP @Ms_Kappy
#exvangelical #BLM","Is it lunch time yet? 😋

#transisbeautiful #girlslikeus #trans #transwoman #tranagenderwoman #transgirl #lgbtqia… https://t.co/DNeGiTyCbC",no,yes,no,no,no,no,
SandraHelena39,Sandra N.,Southeastern Massachusetts,Born in Brazil-raised in Mass.-futebol/soccer-Arsenal fan-classic films/LatinAmerica/MidEast-hate Dems&GOP-totally uninterested in your pronoun narcissism,"RT @RaeUK: Quite. A transwoman did not start the stonewall riots.
#HistoryMatters https://t.co/ikv3R7AVbe",no,no,no,no,no,no,
bIunight,ara 📌,"use tone tags, sb to unfollow","winter butterfly I owe you my life

they/them + neutral terms preferred | minor (14-16)","RT @Maya24052097: i just got off the phone with Maya, she was able to afford a flat and buy basic necessities with the money that was raise…",no,no,yes,no,no,no,
RaeUK,Aphrodite's Offspring,UK,"PAIS. 
Intersex / VSD / DSD Advocate.
Speaking up for intersex rights, first and foremost.
I am The Centaur.
https://t.co/acRee35092","Quite. A transwoman did not start the stonewall riots.
#HistoryMatters https://t.co/ikv3R7AVbe",no,no,no,no,no,no,
lIatespring,holly,c ♡,she/her,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,no,no,no,no,
2fraid,💔lonely kobe⛹🏾‍♂️,Pain,rip x rip peep rip juice rip 6 rip pop smoke rip yams Actor/Model/Artist he/they/she/that/nigga 🔪21🔪,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,yes,yes,no,no,no,
avaelaiine,ً,,it rains when you're here,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,yes,no,no,
Idcnia444,Unappreciated Waifu,,,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
DestinedVIPS,♡ Cameron ♡,In The Dark,"#CAMILA: ""There's no freedom like the freedom that comes from accepting yourself""

He/They | I claim Say Nothing | #1 VIP and White Boy Stan | read card byf","RT @JacButtafuoco: WHY IS NO ONE TALKING ABOUT THIS ON HERE. THIS IS DETRIMENTAL. 

#trans #transrights #transgender #transman #transwoman…",yes,no,yes,no,no,no,
devlon2million,"Dr. devlpn, Esq.🦑🦑🥒",,21 | ♒ | he/him | average stone ocean fan | average stone ocean enjoyer |  black lives matter,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,no,no,no,no,no,
M92064770,M,,"23| Bi woman| Eco feminist| Material reality and facts are more important than your fee fees| Support a just and free world for everyone, trans included","RT @Pulpy_Milk: @Woke_Misogyny Yikes... so bitter. Plus even if the transwoman looked like that, and the ""cis"" woman looked like that.... y…",no,no,no,no,no,no,
Outcasted_One,Tyler,straight to hell,"“I'd rather be dead than the way you got me living”


Tyler/Universe | He/They | Multistan | #1 Drama Club Stan™ | #1 Groundbreaking fan™ | Handwritten Stan","RT @JacButtafuoco: WHY IS NO ONE TALKING ABOUT THIS ON HERE. THIS IS DETRIMENTAL. 

#trans #transrights #transgender #transman #transwoman…",yes,no,yes,no,no,no,
vaginasIayyer,aries ♡,"Maryland, USA",♡ @gothsumn • she/they,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,yes,no,no,no,
uculdcme,♡ aim ♡,s/t,@aimsworId,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
geegymo,vega⁷ ♡ (they/them),aotearoa,"bro im trying i think 
WHO WANTS TO B GAY 2GETHER
account contains immense amounts of gender envy for bts","RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,no,no,no,no,no,
di_sintegration,🎑,,"29yo autistic heterosexual male, (dysphoric from ages 4-24), radfem/detrans ally, unconventional leftist etc.",https://t.co/Gl6OfPz0fz is this the first major film in which a trans actor is portraying a 'cis' character? kind o… https://t.co/UkoHRj6GtJ,no,no,no,no,no,no,
easy_andy,Easy Andy,"North Kilttown, Scotland","Every piece of media eventually loops back into the TV show Family Guy. He/They 🔞

Writing movie essays, occasionally.

Likes Horror, Satirist.","RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",yes,no,yes,no,no,no,
spookirih,hunni 🦇,she/they • 24 • bi/pan,🪲нυииι | horror • weed • psychobabble | 🪲,"RT @222xen: tw//transphobia and abuse

this has been dead pls revive this back again im an asian transwoman living in a severely transphobi…",no,yes,yes,no,no,no,
