screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
Romanova,EQNX | Romanova 🌛,"Georgia, Planet Earth","Rose » 🎙️DBFZ World Tour & Guilty Gear Strive Commentator |
✉️ contact@romanova.us  |  Community Manager | @Twitch Partner | @EQNXGaming | Muay Thai | She/Her",@TeamYouTube I'm trying to be patient but it's been 24 hours and the video fataliting a mockery of the transwoman i… https://t.co/ODpWBYPYFq,no,yes,no,no,no,no,
TDoRinfo,TransLivesMatter,,Account commemorating #trans people lost to violence and suicide. DMs open. TRIGGER WARNING - distressing content.,"RT @planetrans: 🏳️‍⚧️❌🇬🇪On the night of November 1, #transwoman was murdered in Thai massage salon in #Tbilisi of #Georgia, another #trans…",no,no,no,no,no,no,
tofanafem,ānamari🍷,"Brasil, Terra","Seja rude, mas seja real. INTJ. Separatismo e autonomia fem. Vencendo o toc há 15 anos. Possum lover. Port/Eng.","RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
Hasney1,Up the hill backwards,"Newcastle upon Tyne, UK","Read widely, think freely, never give in to the mob, have a nice life.",RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
notcleansed,ma’am supremecy,,Meanfem. Cyber booly. Chairman of the Betty Draper Liberation Front. 🇺🇸,"Please donate, this AFAB transwoman is extremely in danger of being pushed to suïcįdē if she does not get your full… https://t.co/YA36nINYKm",no,no,no,no,no,no,
JessaGoddessa,topsy turvy,virgo,currently in norway. from south africa. she/her. ⚢21,"RT @hexd0ll: 🚨 RT / DONATE PLS 🚨

i’m a transwoman living in a transphobic mentally abusive home &amp; very unsafe area. i desperately need fun…",no,yes,no,no,no,no,
AgentArrowsmith,Agent Arrowsmith,,"Yes, I'm autistic. 
No, I don't believe in gender woo woo.",RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
jo_marching,Josephine Anna 🥘🦎⚔️,Lake Ilinalta (Falkreath),"She/her, bisexual bipolar lizard. Cajun enough. Student sociologist/historian/linguist. I don't always follow back; nothing personal. BLM, ACAB. Begone TERFs.","RT @ShuliElisheva: Friendly note about spelling: ""trans woman"" is two words, not hyphenated. 🙂

""Transwoman"" is like ""Jewishwoman.""

""Trans…",no,yes,no,no,no,no,
leakylike,Marjorie Hutchins,Dinosaur,"ever curious, sometimes dismayed, always hopeful.... woman.
(adult human female)",RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
STILLTish,Patrick🕸,Gilead,#AdultHumanFemale #SexualOrientation is a Legally protected characteristic so is SEX. Nobody is born in the wrong body.,RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
WackyPidgeon,Nah. 🐍💚🤍💜🟥Angry lesbian velociraptor ❤️,,"Cats. Wine. GC RF. Brit-adjacent. Supermassive Lezzer. Calling out the Emperor’s new clothes is not a -phobia #IStandWithJKRowling 🐍 Hissss, not cis. 🐍",RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
janeclarejones,Dr. Jane Clare Jones 🦕,"Brighton, UK",Writer. Philosopher. Feminist. Princeologist. Daughter of the witches they forgot to burn. Founder @fem_thought. Ed @radical_notion. #FemaleRageArticulator,RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,yes,no,no,no,
ymmarta,(((Teresa Rincon))),,,@thomaslknapp @corymassimino @ARossP I’d like to see a show of hands as to how many libertarian straight men would… https://t.co/bnIo4y4YhG,no,no,no,no,no,no,
Lostlain1,I am number 44,,Adult human female,RT @s0lanas: BEING AN AFAB TRANSWOMAN IS BEAUTIFUL https://t.co/adtVERbI6P,no,no,no,no,no,no,
Ember81454205,Ember Rose Barboza,"Los Angeles, CA","Hello there 
I'm Ember Rose Barboza and I am a transgender woman.
I'm also a star wars fan plus Disney fan.
https://t.co/VXfxwe7xXD",Hi hi everyone. I got bored and drew up a new outfit that im going to get. I love drawing up new outfits.… https://t.co/U1eeTPh9rC,no,no,no,no,no,no,
amoozeboosh,human,United Kingdom,And I'm back in the room. Last seen on Twitter in 2012. *weak applause*,"@leakylike @ZombieTron @FatsOvercoat @hatpinwoman I'm not only familiar with the genesis of the project, I watched… https://t.co/ab6j0XurEd",no,no,no,no,no,no,
cringecirce,tired oracle matrixcringe,"Oracle’s Apartment, Matrix",Black American AFAB Trans Woman / Julia Long stan / Ovarian,RT @s0lanas: BEING AN AFAB TRANSWOMAN IS BEAUTIFUL https://t.co/adtVERbI6P,no,no,no,no,no,no,
pearlywhiteteef,sav (they/he or d*e),,18+ // 21 // they/them // he/him // Taurus ☀️ // Virgo🌙 // Pisces ⬆️,"RT @hexd0ll: 🚨 RT / DONATE PLS 🚨

i’m a transwoman living in a transphobic mentally abusive home &amp; very unsafe area. i desperately need fun…",yes,no,yes,no,no,no,
liza_vetaeli,Liz,"New York, NY",i identify as tired. lesbian separatist. left-leaning,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
s0lanas,radtwt public enemy #1,WB4P,"AFAB transwoman, whitepilled, lesbo, menace feminist and political separatist",BEING AN AFAB TRANSWOMAN IS BEAUTIFUL https://t.co/Fhb5Lj182u https://t.co/adtVERbI6P,no,no,no,no,no,no,
Fedupwithyourb1,Fedupwithyourbs,,,"@07HDSB @Mk3Telford Don't worry, the pregnant one is a transwoman.",no,no,no,no,no,no,
harmonysees,❓,⚢,agender rantfem,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
SeamusBalling,PadraigSeamusBalling💚🤍💜,,"Facts not feelings. Women's Rights are Human Rights. Resistor. #MisogynyisaHateCrime

Kindness isn't subservience

#Resist #Resistor","RT @Iamthisnotthat1: @len_norton @TheFamousArtBR Considering that Stonewall, Scotland and Canada are considering ""cross dressers"" as ""trans…",no,no,no,no,no,no,
LifeEars,My_life_in_minnie_ears,"Jacksonville, FL ","Disney Fanatic, DVC Member, WDWAP, UOAP, Hufflepuff 
Amateur Photographer
Transwoman  LGBTQ 🏳️‍🌈 She/Her
Samsung Galaxy S20
Cannon SX530HS",All I know is that I'm so happy to be me.  #transgender #transwoman #transgirl #transvisibility https://t.co/CO05YUOGso,no,yes,no,no,no,no,
Nineteen8OFour,Claudia,Dinosauria,I/Don't/Care,RT @TheRealAHF: Yesterday a transwoman told me they were objectively a woman. I was tempted to ask how but just didn’t have the energy.,no,no,no,no,no,no,
RAhardplace,Rock&aHardPlace,,"Scientist, lifelong progressive, human rights advocate, parent. No evidence supports rapid medical transition for the new cohort of teens who self-id as trans.",RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
ajarofJames,what gay feels like,M&S,#Blacklivesmatter #BTLM they/them 17 (header by @suspiriaangel,"RT @hexd0ll: 🚨 RT / DONATE PLS 🚨

i’m a transwoman living in a transphobic mentally abusive home &amp; very unsafe area. i desperately need fun…",no,no,yes,no,no,no,
Orwellisunwell2,🦖Stillmisschristopherhitchens🦖,Terf Island,"‘The solid world exists, its laws do not change’  1984
💚🤍💜
Trans atheist. 
TIMs are not my allies
#NoThankYou
#HearMeRoar
#RepealtheGRA
#IStandWithJuliaLong",@ARosenflower @ButchTherapy @StandingforXX I just say something about women and girls need single sex provisions an… https://t.co/0fTDKlqcbs,no,no,no,no,no,no,
TheRealAHF,pseudo name,,Medical doctor. Adult human female. #SexNotGender #WordsUsedToMeanThings AFAB transwoman. it/it,Yesterday a transwoman told me they were objectively a woman. I was tempted to ask how but just didn’t have the ene… https://t.co/eQKRXPfeb9,no,no,no,yes,no,no,
voIumeon2,✖️,,🏳️‍🌈 | radfem | adult human female,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
TheRealAHF,pseudo name,,Medical doctor. Adult human female. #SexNotGender #WordsUsedToMeanThings AFAB transwoman. it/it,@St_Equanimity @dottys_friend Yes. Yesterday a transwoman told me they were objectively a woman. I was tempted to a… https://t.co/oXNFc7lPsN,no,no,no,yes,no,no,
ComradeMorning,Higher Than Winston on Percocet,,"#LeftisBest 
 https://t.co/v1HCKkHdyx",@ContraPoints I remember when reading a blog post from her about hooking up with a post op transwoman once and her… https://t.co/ovOQzYbkMZ,no,no,no,no,no,no,
bladefem,🗡 vixen 🂷 • ⚢,18 | black | wb4p + blm,nicefem 🖤 separatist 🥀,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
AmericanRudefem,American Rudefem,,"NOT American Warrior Goddess!!!

DON'T LET THE AGPs WIN!! Help me find my moots & come back stronger than ever!!! I hit my follow limit -- will follow back asap","RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
notreallyafrog,local idiot,,lvl 24 🐻 lesbian ♀️ radfem 🍓 in love with my russian wife 👑 currently obsessing over plague doctor 🦊,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
RedStarTime,Red 🦃,,Fuck gender | Tired Millennial | Immaculately conceived | afab transwoman,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
JS60395957,JS,United Kingdom,🏁🟥,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
goldspider420,spider spider,,"dont hold out on me 💛👑


dysphoric/rf leaning/gc/desister 💖 adult human female 💗 way more active on tumblr than twitter lol","RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
problemfem,punished catfem 😿🎃,wb4p,21 • bi • @gyarufem's biggest fan (tied with @pxssyrocks) • cat lady who will die alone • priv @catfemxx,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
pussypilled,swamp witch ⚢,,detrans & butch S.C.U.M. 🦎 AFAB transwoman. real lesbian: the homosexual kind. agender clownfem 🌻,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
cringecirce,tired oracle matrixcringe,"Oracle’s Apartment, Matrix",Black American AFAB Trans Woman / Julia Long stan / Ovarian,"RT @s0lanas: I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at birth, becaus…",no,no,no,no,no,no,
s0lanas,radtwt public enemy #1,WB4P,"AFAB transwoman, whitepilled, lesbo, menace feminist and political separatist","I am a PROUD afab transwoman. I was assigned female at birth, but I identify as a woman who was assigned MALE at bi… https://t.co/NuuFmayDOx",no,no,no,no,no,no,
inkjoyblue,cerulean,,Radfem - Atheist - Gender Abolitionist - Anti-natalist - Female Separatist,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
GaryJPowell,Gary Powell,Pronouns in bio = blocked,Research Fellow for SOGI at the Bow Group. European Special Consultant to the Center for Bioethics and Culture. All tweets personal views only.,RT @CEJacksonLaw: “I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a result of m…,no,no,no,no,no,no,
cringecirce,tired oracle matrixcringe,"Oracle’s Apartment, Matrix",Black American AFAB Trans Woman / Julia Long stan / Ovarian,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
RedStarTime,Red 🦃,,Fuck gender | Tired Millennial | Immaculately conceived | afab transwoman,"RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
s0lanas,radtwt public enemy #1,WB4P,"AFAB transwoman, whitepilled, lesbo, menace feminist and political separatist","RT @villianhey: I’m an AFAB trans woman. In addition to experiencing misogyny and transmisogyny, I also experience transcismisogyny, which…",no,no,no,no,no,no,
FifiOink,Fifi Queerhawke Oink🔴🏴󠁧󠁢󠁳󠁣󠁴󠁿,,92.7% of the people on here are fuckwits aren't they?,@jackseale @JohnMcM1 @OwenJones84 You are not a lesbian. You are not a transwoman. You have no idea of about the dy… https://t.co/j97oFbFN3j,no,no,yes,no,no,no,
zumfunkraum,Øttäl,"Murmansk, Russia","Ya mama don't dance and ya daddy don't rock n roll

Pronouns: ze/zyr/zyrs/zyrself","@AuroraSkylark @lesleyasom @PeterTatchell But to be a transwoman, you must be a man beforehand. And to be a transma… https://t.co/4uHa83vIhk",no,no,no,no,no,,yes
DictionaryAge,Dictionary For the Modern Age,,Adding definitions of commonly used words and phrases currently missing from dictionaries.,"SOCIAL CONSTRUCT to OBSCURE REALITY: ""transwoman"" ""transman""

THE REALITY: males identifying as trans, females iden… https://t.co/LHPuT5G4Ny",no,no,no,no,no,no,
DictionaryAge,Dictionary For the Modern Age,,Adding definitions of commonly used words and phrases currently missing from dictionaries.,The people who pretend that sex is mutable also need to pretend that it's a matter of disagreement vs a difference… https://t.co/ZK886ZIS5K,no,no,no,no,no,no,
FataleFollies,Femme Fatale Follies 💚🤍💜,,There are way too many misogynists and homophbes hiding out in the LGBT movment and it's time it stopped.,"RT @Slatzism: Exclusively @4WPub:

Join me on my quest to de-anonymize a Twitter pedophile now behind bars on charges of child sexual abuse…",no,no,no,yes,no,no,
Stephiephipho,"part woman, part flapjack ♀️🦖",UK,"♀️ ♒️♻️🌍 Millennial. Left winger. Politically homeless. PMDD and Dysmenorrhea sufferer. The word woman is taken. 
GC Feminism and Love Island. 
I know","@MckennaBrid Yeah they are often fully paid up woowoo pushers, but most blokes know what a woman is in my experienc… https://t.co/zLjUoMyaPs",no,no,no,no,no,no,
AgitatedMice,Generic Title,,"Really grumpy, really often",@Theservant53 @ForwomenScot @TheNewEuropean Can a transwoman pass in judaism matrilineally? https://t.co/0JnYVtD8EW,no,no,no,no,no,no,
ossosdovale,Ossosdovaledeossos,,"não sopre sobre o vale, que os ossos não voltem a respirar.
Actus Purus bone respecter",@summerntine @AStratelates 2.1.e. see transwoman as &lt;man trying to use feminism advances to its own benefit&gt;. I don… https://t.co/T9wb5uyuQr,no,no,no,no,no,no,
ossosdovale,Ossosdovaledeossos,,"não sopre sobre o vale, que os ossos não voltem a respirar.
Actus Purus bone respecter",@summerntine @AStratelates 2.1.d. inequality towards a even more marginalized group &lt;woman and black&gt;. Its relation… https://t.co/MUinhHUgSA,no,no,no,no,no,no,
janetpontin,Janet Pontin,"Glasgow, Scotland",The only Scottish Pontin of the Croydon/Pewsey dynasty. Unless informed otherwise.,@Theservant53 @Bungoforever @AdrianLSullivan @Essiefields14 @LeanneWain @TheNewEuropean Can't ever be a transwoman unless you're male.,no,no,no,no,no,no,
CEJacksonLaw,Candice Jackson,"Marin County, CA","Mom of twin 8-yr-olds; Attorney (& married to an attorney - poor kids!); fmr. Acting Asst Sec for Civil Rights, and Dep General Counsel, at US Dept of Education",“I’ve spent years talking with believers &amp; with atheists trying to understand Orthodox Gender doctrines. As a resul… https://t.co/ZsLALBdqC2,no,no,no,no,no,no,
TriciaFrasman,Tricia 💜🤍💚 #IStandWithKathleenStock 🦕🦖,,"Christian,wife,mother,daughter,sister. PhD in Biochemistry, Developmental Biologist, Teacher. Love God, my family & Science. #IStandWithJKR #IStandWithMarion","RT @lecanardnoir: Scores on the doors…

People who wrote the BBC to complain about their lesbian/transwoman article: 4,819

People who wrot…",no,no,no,no,no,no,
roartuwu,Roa🌻 // NEW LAYOUT,20 | they/she/he | 🏳️‍🌈,"artist, cosplayer, gamer | I try to tag spoilers | tr, hq, hxh, promare, fma etc. | DM's open for moots | Please don't use/repost my art without permission!!☃️",Is yuka trans? I read them as a transwoman but now I'm confused. I don't like how yatora keeps calling them ryuuji?… https://t.co/BlE2NAd2Hi,yes,yes,yes,no,no,no,
