screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
jooaretheone,𝑘𝑖𝑡 ☕︎ (PREPPING 4 HJ DROP),𝐦𝐮𝐥𝐭𝐢 !,ʕ •ᴥ•ʔ 𝙠𝙥𝙤𝙥 𝙨𝙝𝙞𝙩𝙥𝙤𝙨𝙩𝙞𝙣𝙜 𝙖𝙣𝙙 𝙬𝙝𝙖𝙩𝙚𝙫𝙚𝙧 (𝙩𝙝𝙚𝙮/𝙩𝙝𝙚𝙢),@httpallisonnn @hard_jewelry can we make a hard theybie gc 😫‼️,no,no,no,no,no,no,
httpallisonnn,𝔞𝔩𝔩𝔦𝔰𝔬𝔫 𝔦𝔰 𝔤𝔞𝔶 🧼,they/them 🏳️‍🌈,everyone’s favorite case | ♊︎ | teen romance🤍,@hard_jewelry hard theybie summer ‘21,no,no,yes,no,no,no,
LongnoseGarfish,"Cindi Mayweather, the Electric Lady",Swag,{*_*}(^•^)[•_•](^•^){*_*},@VioletYea called me a theybie today,no,no,no,no,no,no,
WangxianBond,isis 🌸 binghe love hours,she/they | 30 | nsfw 🔞,"ceo of the bichenfucker club • part time writer and artist, full time clown • mxtx hell • eng/esp",@DorianDarkstar My lovely theybie 🥰 we gonna look like such a cool duo when we go to forks,no,yes,yes,no,no,no,
XAINATION,💻,🦝 ,IPHONE GANFGGGG 😭😭😭,i love my theybie 🖤🥀,no,no,no,no,no,no,
Bi_Calendar,Bisexual Community,Multinational,🌏 international tumblr group 🇭🇹 🇭🇰 🇨🇺 🇸🇬 ... 🇺🇳 posting/retweeting By & For ALL #Bisexual+ #Queer #SGL & #Nonmonosexual #MGA Community(s) everywhere 💗💜💙,RT @aidens_cove: @cum_binary so tired of people getting mad when i say i’m non-binary bc im not the white frog loving androgynous theybie i…,no,no,no,no,no,no,
ProximalPraxis,a material girl,,immaterial world,"@bimboubermensch The idea that Bowie and Prince, sexy slim dudes who present with feminine aesthetic affectations,… https://t.co/hm2eNYhU5o",no,no,no,no,no,no,
Mobango94,Phil,"New Jersey, USA",Spring Break Forever Bitches,@flowershark @irishflwr84 @Jesibary @govkristinoem Oh you’re an NPR theybie.. yikes,no,no,no,no,no,no,
thorisotlapuu,"damn, double homicide☥",Jhb,"a soft perpetual thing.a GAY. she/her. a storyteller🎬
                                                   
°IG:https://t.co/zFzPZXDvPH","week 15 revelation:
thing about healthy relationships is that you need to actually want them and remember you deser… https://t.co/AUqRsalASO",no,yes,no,no,no,no,
BUCKYSHlELD,skye loves sam wilson, they/them | 16 | carrd byf,#PERCABETH: We're staying together. You're not getting away from me. Never again.,I JUST SAW SOMEONE CALL SOMEONE A THEYBIE WHAT THE,no,no,yes,no,no,no,
F1amingoman,🅱️rick,,vibin he/him,@cloudylauren_ showstopper talented theybie in the making,yes,no,no,no,no,no,
prettybutl0c0,bicho necio,(they/he),I can count up to 1312 // PhD in the Homosexual Rigmarole // @lalalateefahh 🤍,No but fr if someone called me a theybie in real life I’d collapse,yes,no,yes,no,no,no,
ThePharaohRon,Ron Assaf,"Greenville, NC",ΣΤΓ ΔΑ • ECU Engineering,@G2Swagi What the hells a theybie?,no,no,no,no,no,no,
G2Swagi,FKA Swagi,"Your Head, Rent Free","Retired Rager | Music Promo, Distribution, Licensing, Branding: @1VAL0R",This is how “Theybie” parents be dressing their kids 😭 https://t.co/vsFhwxw4zR,no,no,no,no,no,no,
mkcwtf,MKC,,@enzitusss,"@VY_Dab @spouxo its not LMAOOOO, its theybie transphobe",no,no,no,no,no,no,
mkcwtf,MKC,,@enzitusss,@spouxo im called a theybie please use the correct pronoun UwU,no,no,no,no,no,no,
Mob278,Mob,,https://t.co/PIQjg2lu9h,@beast4s imagine just borning a child and mfs just say sum shit like theybie im knocking the shit outta yo ass,no,no,no,no,no,no,
chapo_diabl0,d|^3LA,333,she / they kärlek,@vxnusv Love you my theybie baby🖤,no,yes,yes,no,no,no,
officialmarsp,mars🔌,"Riverside, CA",artist/ j🤍/ socal / ig: officialmarsp/ she/her,@vxnusv love you theybie,no,yes,no,no,no,no,
KhariKhonsu,broke commie,They/them || lost in my mind,18 || Enby || Black creative || Contacting the ancestors || 6'1 of cornbread 'n' greens || Cancer🌞Libra🌚Gem⬆️ || Hoodoo || Pan || Communist || NFSWish ||,"@xdoiix I’m screamingggggg not thissss

- this nigga look like Harry Potter and why they attacking gio for fun
- th… https://t.co/uVX5QdPVap",no,no,yes,no,no,no,
big_toe1993,Antonio Grimes,"Memphis,TN",Chattanooga Native. Memphis Currently. Trying to Achieve Work Life Balance!!,RT @rachelandco: cute theybie shxt. 🖤🤍💜💛 #nonbinarybaddie https://t.co/j357rCmDFo,no,no,no,no,no,no,
