screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
cutbill_gemma,aalibyee,"Hatfield, England",your local future tattoo artist,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,no,no,no,no,no,
kdollahz,🧼,"Johannesburg, South Africa",#blacktranslivesmatter hey/they #streetswontforgetpod,Happy Earth Day theydies 🌎,no,no,yes,no,no,no,
Lessicab,J B,,ALL DAY SON  All day 🥴,"So celebrate tomorrow as well, ladies and theydies https://t.co/OGRWZpaoGb",no,no,no,no,no,no,
thongpudding,link,❗️They/Them ❗️,black lives matter b4 all cops are bastards. Michael Cera hate page,RT @cupidb4e: the phrase “theydies and gentlethem” took years off of my life,no,no,yes,no,no,no,
HotMarsInGemini,Hot Gemini Stelliun,,Aspiring Dime-Store Owen Grey | This Account is basically just for astrology and being horny | Gemini Sun ♊️ Sagittarius Moon ♐️ Taurus Rising ♉️,"Ya hear that ladies, theydies, and gentlegays?? https://t.co/ctexi6q6Hn",no,no,no,no,no,no,
juicymoosegrl,belle ･ﾟ: *,22 ✧ chicago,SHE/THEY 🐉 nsfw @divinesilkylace,RT @cupidb4e: the phrase “theydies and gentlethem” took years off of my life,no,yes,yes,no,no,no,
cupidb4e,aj ♡,"they/she, 18, filipinx ⚢ ☭",born to be sexy forced to take on the burden of human existence,the phrase “theydies and gentlethem” took years off of my life,no,yes,yes,no,no,no,
Mahoganyright,Mahogany Righteous,Exploring my imagination ,Be comfortable being uncomfortable,This can be said by too many. We can do it Theydies https://t.co/Mjp6ZOztL9,no,no,no,no,no,no,
GraceDada1,Grace,,🇳🇬 #ENDSARS #EndCorruptionInNigeria BlackLivesMatterEverywhere! If you see me I’m most likely eating. I just wanna be where the money resides 💰 😭,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
XBigtitsxxx,1-800-JELLY,,I TWEET I SLEEP I REPEAT🥺😈😴| | 🏳️‍🌈 💗💜💙| 2️⃣3️⃣yrs old| BLM ALL DAY EVERYDAY ✊🏾| 18+ | she/they | IG jellytheealien,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,yes,no,no,no,
gandallfthegay,mckinzie rae 🌻🌱,california,communist fag (they/them) ACAB,@lululeftist omg wait we should have a ladies/theydies night !!!,no,no,yes,no,no,no,
Memexoxo__,1222✨,she/her,♌️| 22 • protect ALL black women • Bi,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,no,no,no,no,
littlebitofawk,Lemon 🍋,NC✈ IN✈ AL✈ IN✈ DC✈ FL✈ UK✈ CA,"she/they•• i am a poem with feet|the thermostat.
Howard Alumna. UCL Alumna 🇬🇧.










































UCSB '24🔆
(ﾉ◕ヮ◕)ﾉ*.✧","RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,yes,no,no,no,
Justitias_,Whoregen von Strangle,DTX,Virgo | UTD Alumnus | Blessed and Highly Melanated,"Theydies and gays, one thing these niggas gone do is come crawling back",no,no,no,no,no,no,
arsonistIesbian,Aria • Les(Paul)bian,♏︎☼  •  ♏︎☾  •  ♐︎↑,Aria. 21. She/Her. Chinese-Peruvian. I shred in that band whose name you can’t pronounce.,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,yes,no,no,no,no,
dollskinsyd,Sydney,,they/them // i sing in doll skin // XXX,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,no,yes,no,no,no,
foxymoronn,sydney,,Pg county princess//godfather//conceptual magician//main character,where my art school theydies at? I have a guest critic gig tomorrow and want to be as helpful as possible? How do y… https://t.co/p4mhfqY4al,no,no,no,no,no,no,
AyakoVtuber,Ayako ♡ | Vtuber 🦇,she/they icon: mayanezumi,"˚₊· 19 | Artist | ENVtuber 
˚₊· 18+ (sometimes)
₊·ママ: @mayanezumi
₊·パパ: @kobotano2",i love vtuber ladies and theydies,no,yes,yes,no,no,no,
gabeirlle,21eyrkzl4nhr3s5ylkfgzukhi,malayko.𝘀/𝘁/𝘀𝗶𝘆𝗮,bokchoicomplex____𝗸𝗶𝘇𝗵 𝙥𝙖𝙮𝙤́𝙢𝙠𝙖𝙬𝙞𝙘𝙝𝙪𝙢 t𝘁𝗼𝗻𝗴𝘃𝗮 𝗹𝙡𝙖𝙣𝙙,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
crazyday143,Daylene,,just a damaged nut,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,no,no,no,no,no,
xokodi,☆ juicygirlnextdoor ☆,She/her,IG : KodiKailyn | 22 | big body Benz | ♡,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,no,no,no,no,
theydies_,ACAB,2nd Circle of Hell,"ACAB. BLACK LIVES MATTER. Fuck TERFs. Fuck SWERFS.

they/them",RT @onlinegirlie: putting this on the tl again in hope i can meet my housing needs for this month ❤️ thankful for any help + exposure as we…,no,no,yes,no,no,no,
aLoNdRathehippy,"grob, gob, glob, and grod",,Black Power•ACAB//chaotic neutral// terrible 20’ s 🌈 // she/they//gemini 🌞taurus🌛taurus ⬆️,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,yes,no,no,no,
nova_jj_,Nova JJ,,NYC Drag Queen,"RT @willxsassy: Real eyes realize real lies, am I right theydies? https://t.co/HxwEwOGrzd",no,no,no,no,no,no,
ritaaabee,ri,New York ✈ Ghana,pan african · here to talk spicy · muva @malaikaapparel · daughter of the diaspora · scorpio · 🇬🇭🇰🇪🇸🇨 • featured in @essence @buzzfeed @refinery29,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
helpthebear2,☁️✨Naa the Etherian✨☁️,22 she/they 🍳,sexi brain rot to the highest power|BLM| Fuck Ice| cosplay noob 🇬🇭,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,yes,no,no,no,
pensiveparadox,A pensive Black Woman,,An introverted thinker and extroverted personality who's trying to learn to speak her mind. Let's see how that goes... She/Her,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,no,no,no,no,
siriyonce_,✨Vincent van Gtfoh✨,22 – I fail at gender 💜,I just dey ☭🇧🇯 | they / them |,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,yes,no,no,no,
exdysiast,ash lee,toronto🇨🇦,word to the woman indeed • she/her,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,no,no,no,no,
nahfret,🌚,,Finessing the line between womanism and misandry ✨ she/her,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,yes,no,no,no,no,
CashyGuns,🖤💀Miss Guns💀🖤,"England, United Kingdom","🇬🇧NSFW🔞🖤
Level 26 EMO💀
KINKY. SUBMISSIVE. ALTERNATIVE. PUNK. GOTH. NERD BIRD.
Fallout Obsessed☢👍 Cosplay😈
Tip me💌💋 Ca$happ- £cashyguns","RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,no,no,no,no,no,
naomisnews,Naomi Sanders,"Here, There, and Everywhere",I write things #cardifftrained @uplouderblog @Distorted_Mag Live and Breathe Music🖤🇺🇸🖤 (she/her) Presenter at @RhinoRadio every Weds @ 8pm,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,yes,no,no,no,no,
Noniplod,Noni,"Edinburgh, Scotland",She/him  - Autistic Theatre Maker - TTRPG Streamer - The Knitting One - Eldritch Cutie Pie - I am a parody of myself - Profile pic by @EucalyptusArts,"@ashpryce I have nothing to add but the promise that if you ever use ""theydies and gentlethems"" I will drop kick you 😂",no,yes,no,no,no,no,
suneatersriot,olivia♡,"she/they, 16, multifandom",lisa imai supremacy,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,yes,yes,no,no,no,
chickpeafire,Tiffany 🤘🏻❤️🖤,Lost,"27; No justice, no peace; She/her/they","RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,yes,yes,no,no,no,
DollSkinMeg,meghan🐀,,the shorter the queen the taller the crown,"Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are… https://t.co/Lmoo61q22V",no,no,no,no,no,no,
Shanteezy___,Linda Belcher,,,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
etherealnani,unidentifiedcosmicbeing 🧚🏾✨,The Ethers,,"RT @ritaaabee: ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
ritaaabee,ri,New York ✈ Ghana,pan african · here to talk spicy · muva @malaikaapparel · daughter of the diaspora · scorpio · 🇬🇭🇰🇪🇸🇨 • featured in @essence @buzzfeed @refinery29,"ladies, theydies n gentlemen — her 😌 https://t.co/EaZtyI4ROZ",no,no,no,no,no,no,
nexusnexee,Orbit₂₃,   ,,RT @salineghosts: i will never not blame thomas sanders for the “theydies” and “gentlethems” bullshit that surrounds non-binary people,no,no,no,no,no,no,
B0nelessPancake,Boneless,Any pronouns,16 | GMT | 💗💛💙 | Pancakes don't have ✨bones✨,RT @salineghosts: i will never not blame thomas sanders for the “theydies” and “gentlethems” bullshit that surrounds non-binary people,no,no,no,no,no,no,
FLYINGWITHCR0WS,Elias || Clock my beloved /p,they / them || bhgc,— entertaining twitter account,RT @salineghosts: i will never not blame thomas sanders for the “theydies” and “gentlethems” bullshit that surrounds non-binary people,no,no,yes,no,no,no,
salineghosts,buggy,he/they :) bhgc,pubtwt gatekeeper (@avianbees),i will never not blame thomas sanders for the “theydies” and “gentlethems” bullshit that surrounds non-binary people,yes,no,yes,no,no,no,
MiracleDuJour,The Blackgworls’ Intuitive,"Brooklyn, NY","Steelpansexual Afro-Caribbean Healer, wordsmith, Springsteen lover, Angel investor+ Brooklynite. BOOKS 📖 OPEN. #reiki #alignment #neuro she/her $KMMGeorge","I have very nurturing energy which I reserve for the gworls, the gheys, the theydies, and the babies. That’s it.",no,yes,no,no,no,no,
heaux420,chicken,Neoliberalism ,"hooligan enterprises 
she,her","Ladies/theydies/gays: 

Out of the shower, when you wipe off the steam on the mirror, carve it out in the shape of a heart. Trust me",no,yes,no,no,no,no,
jaiandangel,𝖀𝖓𝖌𝖔𝖉𝖑𝖞 𝖆𝖓𝖌𝖊𝖑 (𝕬𝕮𝕬𝕭),"Los Angeles, CA","“she said I looked like the devil, but in a good way” . .🌟 they/him mixed black femme",@__sk_8_ @katya_zamo Like?? Katya isn’t ACTUALLY your mom theydies,no,yes,yes,no,no,no,
NOSEBANDAGE,💊💊💊,"new york, ny",🔞 and if i cry?? — they/them,im about 2 go feral theydies and gentlethems,no,no,yes,no,no,no,
evanjambor,BLACK TRANS LIVES MATTER,"Brooklyn, NY",Angry theyngel.,"RT @willxsassy: Real eyes realize real lies, am I right theydies? https://t.co/HxwEwOGrzd",no,no,no,no,no,no,
peptobizmobile,🐻,My Brampton Black Owned Bizniz,🐉 she/her 🇩🇲 death to all oppressors,I only like the Tauruses when they’re born in April and ladies and theydies only,no,yes,no,no,no,no,
theydies_,ACAB,2nd Circle of Hell,"ACAB. BLACK LIVES MATTER. Fuck TERFs. Fuck SWERFS.

they/them",RT @awkward_duck: Referring to George Floyd's death as a sacrifice towards some 'better tomorrow' is absolutely vile.,no,no,yes,no,no,no,
willxsassy,Cum des Garçons,"Brooklyn, NY","He/she/they 🔞 Born in a Waffle House in Nashville, TN. Makeup artist by day. IG: @willssassy Venmo: @willssassy","Real eyes realize real lies, am I right theydies? https://t.co/HxwEwOGrzd",yes,yes,yes,no,no,no,
sheepishwolfy,Feralt of Rivia 🗡,,"grace, 30+, she/her. president of the “give jaskier a knife” club 🔞 this shit is NSFW, sorry to anyone who knows me IRL lol icon by @illeemily",@LWriteWalton Barenaked Theydies,no,yes,no,no,no,no,
d0nty0ushyaway,max,|-/ • 17 • they/them,manifest a ceiling when you shy away,RT @SCALEDlCY: @SWIRLEDEYES if i hear ‘theydies’ ‘gentlethems’ one more time im going to commit federal crimes! ‘i love they/thems!’ is it…,no,no,yes,no,no,no,
vvictorman_uel,a prednisone hate account,Lenapehoking,that (formerly) homeless trans kid. 22. queer. aspec. german. latino. charrúa. jewish. disabled. EDS & co. neurodivergent. he/him. 💉 7.11.17 | 🔪 1.3.19,"RT @cedarsageskoden: Why does Jesus get all the ladies (and theydies, gentlemen and anyone else that wants the D)?

Because he’s hung like…",yes,no,no,no,no,no,
_singano,A Scientist (In Defiance of Allah),,"Singano.
I'm pretty.
Not a Man... But a f*g",Interact theydies and laythese.  Let's go team baby bottom. https://t.co/ujCZeVAI0S,no,no,no,no,no,no,
rivaIfactions,lem,21+ (25 ooc). he/him. vahni,vahni's bodyguard AND lawyer                                                                                         🐝,"vahni: going to sleep at 11 pm
me: I Adore Sleepy Theydies",yes,no,no,no,no,no,
DCFCourtney,Quart,michigan -_-,•Centipede activist• |♋︎ sun| ♏︎ rising |♋︎ moon| BLM 🧚🏻,"Day 5 ladies and theydies, day 5",no,no,no,no,no,no,
shiratkawa,ellie !!,she/they | minor | ISTP,inactive most of the time lol. | aot/hq not spoiler free.,"@nolikewhy oh what i meant was that it’s kind of the same thing as like “gentlethems” or “theydies”
i do use they/t… https://t.co/uxHwvrS0CO",no,yes,yes,no,no,no,
camrynjadee,cam,"Beaumont, TX",:* #BLM,RT @superbloom_: today was for the theydies and gays ✨ https://t.co/Tkl5EgG1tc,no,no,no,no,no,no,
bbyalice_,brioche bun 🍞,she/her,korean fried chicken enthusiast | 21 | header: @HuntyDraws,RT @ifemia9: to all lady and theydies taurus placements: I love u,no,yes,no,no,no,no,
hiccstie,iHicc,,"girlboss slay

Voice of pearl in @EpicJungleShow !

he/him 19 pfp by @handsplasticx",Good night theydies and gentlethems. Everyone else... gn ig 😐,yes,no,no,no,no,no,
miaiman10,mia (mee-uh) 🦋🧚🏽💫🧛🏽‍♀️🌷♈️,,🐏• ♈︎☉ ♐︎☽ ♎︎↑ • she/her • my astrology twitter 🪐• for shits and giggles only :),RT @ifemia9: to all lady and theydies taurus placements: I love u,no,yes,no,no,no,no,
atomsandler,Mar,"She/Her, He/Him, They/Them",I believe in Native Supremacy | Support a disabled Native: https://t.co/DGyaXrhlKd | Help me afford medical help for my dog in my pinned | PFP by mlm-kiri (Tumblr),"RT @cedarsageskoden: Why does Jesus get all the ladies (and theydies, gentlemen and anyone else that wants the D)?

Because he’s hung like…",yes,yes,yes,no,no,no,
superbloom_,who the fuck said sugar gay,"Texas, USA",he/they,today was for the theydies and gays ✨ https://t.co/Tkl5EgG1tc,yes,no,yes,no,no,no,
Random_Factor,Rei_,,Painting and Robots. Giant Goddam Monster & Fucked Up Queer. Any pronouns. 18+ only please (av: @fluxom_art),"said 'theydies and themtlemen' just now and totally felt very proud of myself when i should have said gentlethem, ah well, live and learn",no,no,no,no,no,no,
ClassyKatie,ClassyKatie,Rapture,Professional Talker | CO-HOST #ROUGHSFX | Spider Mom | She/Her/Dank Mother | Exclusive  Partner @Twitch |  Business: classykatie69@gmail.com  💀🕷️🕸️,@DukatNaranek Theydies 2 Gentlethems,no,yes,no,no,no,no,
SWIRLEDEYES,sage 🜃,the darkest timeline ꩜ multi ✡,"~ colour makes us hungry, hunger makes us human ~                                                                  they/them   
artist     
admin (@CLIKKIESPAM)",RT @SCALEDlCY: @SWIRLEDEYES if i hear ‘theydies’ ‘gentlethems’ one more time im going to commit federal crimes! ‘i love they/thems!’ is it…,no,no,yes,no,no,no,
spatula_eleven,dorothy zbornak,stolen Dakhóta land,"I came, I saw, I took a nice, long nap. she/her.
#BreonnaTaylorDeservesJustice

I block with abandon","Am now in possession of my mom's 1976 Fuji 10 Sport. Once I get some new wheels on that baby, well, watch out ladies, gaydies and theydies",no,yes,no,no,no,no,
SCALEDlCY,meg ψ 29,they/them ☁️ 18,+ feral lane boy enthusiast,@SWIRLEDEYES if i hear ‘theydies’ ‘gentlethems’ one more time im going to commit federal crimes! ‘i love they/thems… https://t.co/aiDaYSahqg,no,no,yes,no,no,no,
Kitty_Cat_Caity,Caity,"Pennsylvania, USA",23; indigenous-mexican (Nahua)/white; witch. Learning to be all of me. She/Her,"RT @cedarsageskoden: Why does Jesus get all the ladies (and theydies, gentlemen and anyone else that wants the D)?

Because he’s hung like…",no,yes,no,no,no,no,
xlostasfoundx,Danna Amelia Pond,"Winnipeg, Manitoba","Lesbian. Indie Rock Musician. She/They.

LaF Productions LLC.
New Album, Available Now :
https://t.co/XGhf8DsKPY","Hey guys and gals, theydies and gentlethems, my friend's house was ransacked the other night.

Please help!… https://t.co/d1DYNitC3l",no,yes,yes,no,no,no,
graceispeachy,bingo grace 🧚🏻‍♀️,"Oregon, USA",just a big honkin cheese fiend | she/her/they/them are all fab and so are you!!,"Woke up from my nap to the smell of my husband making dinner. Get that bag, theydies 😌💅",no,yes,yes,no,no,no,
ifemia9,ife 🤍,,"🌱🌷🧡 | she/her 20 | ♋︎ ☉, ♈︎ ☽, ♌︎ ↑",to all lady and theydies taurus placements: I love u,no,yes,no,no,no,no,
_revoltac,♥ princess peach ♥,she/her,"cats, curly hair and probs sounding off about something x",just an ounce of self control wouldn’t go a miss but do you know what. this time tomorrow my face will be filled on… https://t.co/U2CzJaPX39,no,yes,no,no,no,no,
pikalouis,louis,"Pittsburgh, PA",glorified local | married | he/him,i will chat with all you gents ladies and theydies soon but know i’m making ina garten’s arrabbiata with my husband… https://t.co/CByJlpUpdP,yes,no,no,no,no,no,
DISC0D0LLZ,🌸 rose 🌸,21~they/them~LDN,“and the angel said unto them: hey bestie 💗”,"found both my airpods again, nothing but wins this week theydies https://t.co/OXn5e8SsRj",no,no,yes,no,no,no,
CretinBot,MarBot,BotVille,HI I TWEET THINGS.,outgoing friend request more like introverted friend request am i right theydies and gentlethems,no,no,no,no,no,no,
MaybisslyC,maybissly: carrie,"Cape St Claire, MD",doin it for the homies,"THEYDIES AND GENTLETHEMS THE TIME HAS COME!!!! 
🚨🚨HAPPY 4:20 ON 4/20!!!!!!🍃🍃🤩😌🥵😅🤤😩😯💨
I have fulfilled my destiny 😌",no,no,no,yes,no,no,
CLOWNISH_,🤡CLOWNISH🤡,🎪THE CIRCUS🎪,🎈 LGBTQ+ (ALL PRONOUNS) 🎈 NEURODIVERGENT 🎈 20 🎈 VARIETY STREAMER AND ARTIST 🎈 BLOCK GAME ENTHUSIAST 🎈 PFP BY @osidiarts 🎈 BANNER BY @tiredamb 🎈,"RT @ChaosTriple: @milcish hi :)) all y’all ladies, m’theydies and gentlethems, you’re all valid. https://t.co/oRTKL0TPmQ",no,no,no,no,no,no,
zachham54,Zach ☁️,Iowa State University,still waiting to become a digidestined,she is fully vaxxed theydies https://t.co/9bTpXWiKIu,no,no,no,no,no,no,
