screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
BroadwayBrooks,Gemstone Gentleman,"The Bronx, New York","Young god.. pay me in souls.
I honestly just watch movies and TV shows..

Cooking and making movie references is my love language.",@bimbo_friend Lol I feel you..it's a new generation. All this tech is new,no,no,no,no,no,no,
ACRACKERSMANNN,hips & dimples ☕🗝️| tired arc,"Head On Jupiter, Body On Heart","No one told me life was gonna be this way

pro-shipper
multishipper

any pronouns ♡︎

https://t.co/Hd4NRSmWNz
      https://t.co/5tmmix2UJi",I'm living for this bimbo 😭 https://t.co/ch7ZjDt47u,no,no,no,no,no,no,
san1the1man,professional water margin owner #BLM,they/he/fae/ze - mlm - 18+,tsumugi/charlie; japanese/mexican; pg-13 advised; im very dumb and i like fucking with dumb ppl on twitter @charlmoment is priv/alt,@ClownedNFrowned YES BESTIEEEE I MAIN HER!!! love that little green haired bimbo,yes,no,yes,no,no,,yes
Time4HappyHour,MartinisAndOlives,"Los Angeles, CA",,@ProjectLincoln 🤣 I can’t wait for this. @AOC @RepAOC will wipe the floor with MJ “Bimbo” Greene.,no,no,no,no,no,no,
boundsissy,pup,"Huntington Beach, CA","Dumb dickloving diaper diddler 
Hypnosis chastity and service is my life
devoted #trans #pussyfree #pup #object #babyfur #drone
it/thing 
VRChat/telegram pupbun","Hey everyone, dont forget to tip @regicidebarbie so she stays locked for awhile longer. Just spreading the love as… https://t.co/auBGdHhDkn",no,no,no,yes,no,no,
RubyGolderg,shifting void just out of sight,ＴＨＥ　ＷＩＲＥＤ,ＬＥＴ＇Ｓ　ＡＬＬ　ＬＯＶＥ　ＬＡＩＮ (she/they/it) thirsty chuuni pixie enby lesbian,when i get my bimbo pills it'll be the biggest of https://t.co/jJxtpO0H5Y,no,yes,yes,yes,no,no,
00s_bimbo,weenie hut juniors ⁷,,20 🏳️‍🌈 she/her Cashapp: $nishaaa2020 18+ only pls,RT @hobious: wake up babe new starboy edit just dropped https://t.co/65xqyg6fkp,no,yes,no,no,no,no,
ScelzoRp,NotRPScelzo,,5th generation of RP Scelzo. Certain to be just a temporary account.,@_miss_liz__ Klasic I think. I forgot about that other bimbo.,no,no,no,no,no,no,
jeonbuntae,petal,,"hello, i'm 21 and this is my reading account 
 i mostly just rt/qrt tk fics and stuff","RT @blossomggvk: 🔞 currently thinking of blond bimbo köo going to his nâmjöon hyungie’s house for his math and english tutoring, his hyung…",no,no,no,no,no,no,
peachauras,𝐌𝐈𝐒𝐒 𝐏𝐈𝐆𝐆𝐘 ( rt 📌 ),𓄼 ⠀ ࣪ 𓈒      i  wish  ——  i  was  human ⠀ ♡⠀ ⠀ ⠀⠀⠀ ⠀ ⠀ ⠀⠀ ⠀⠀ ⠀ ⠀ ⠀  ݁݁⠀   i  wish  that  i  could  say  shit  like  you  did‍   . ‍ ⠀݁݁,⠀ ⠀ ⠀⠀ ⠀ ⠀⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀,as  a  bimbo  should,no,no,no,no,no,no,
Ectofish,Randomized-Magic Man,Realm of Pulsating Matter,"Magic shapeshifting artist man 🔞 NO ONE UNDER 18 🔞
Comms Open: https://t.co/d1YhL9dlh0
Cursed Fetish Art: @Mycodelic","RT @DracoJayco: Time for some sassy bimbo. 

^👄^
🍈🍈
👝
👠👠 https://t.co/WaT4EuBtdK",no,no,no,no,no,no,
slime____bimbo,oozy wound,trash star,head of #finance,im so fukin busy is coo wat ev i don evn care isnt th rite my $$$,no,no,no,no,no,no,
xo_bimbo_xo,✨$4.99 OF✨,USA,18+ only || 21 || backup: @xox_bimbo_xox,RT @corruptds: it’s okay to be a virgin in your 20’s and whoever disagrees can fuck off bc everyone has their own pace to do things,no,no,no,no,no,no,
saralpll,sara,,,stupid bimbo enjoys her horror mags (:  #fangoria #gorezone https://t.co/874yxfVmYJ,no,no,no,no,no,no,
AtmSimp,Paypig for cleavage,,"The bigger your boobs, the more I want to pay (and worship).

DM bra size and payment methods","are there bimbo or aspiring bimbos that i can fund lip injections/makeup shopping etc for? 

#findom #buyingnudes… https://t.co/cGqffWEq72",no,no,no,no,no,no,
mr_dteufel,Rotten Teufell,"Ciudad Madero, Tamaulipas","Tattoo aprenttice, I draw homo stuff and make body piercing. Ereriren-🖤💚 bakudekubaku💚🧡
NSFW art. 
Mexican 🇲🇽 spanish/english 
commissions open!",RT @valentitans: Beach bimbo!Eren not so subtly hitting on Lifeguard!Levi #ereri #rivaere https://t.co/xUAu5ksSvV,no,no,no,no,no,no,
KunCoop,Coopkun,The next dimension,"electrical engineer ‣ ""epic"" historian ‣ beloved fellow!
全速前進DA☆
I am not actually coopkun but his liaison.. politely submit all inquiries through me @.^",@slime____bimbo you're my sweet and sunny slimeyy,no,no,no,no,no,no,
LGalatzan,Leigh Galatzan,,,"@KingJames you’re a narcissistic, racist, bimbo! What a disgusting disappointment you are as a person.",no,no,no,no,no,no,
slavic_bimbo,The Artist Formerly Known as Grandma,he/she,Fran Lebowitz,long weekend https://t.co/RoF8OrmoCG,yes,yes,no,no,no,no,
xo_bimbo_xo,✨$4.99 OF✨,USA,18+ only || 21 || backup: @xox_bimbo_xox,@weebhands Let me know how it is 😊,no,no,no,no,no,no,
haeniji,ًjeno womb escape,she/they 16 SEASIAN,https://t.co/zdxpcuX6bI 🗯,"@tensbimbo ""what is bimbo?""",no,yes,yes,no,no,no,
clownpiece1776,clownpiece,"Maryland, USA","ITS LUNATIC TIMEEEEEE!!!!!
Stopping communism, one danmaku at a time
#clownpiece2020",@HeinleinFan95 That blue hair bimbo said your hair isn’t naturally red. Is this true?,no,no,no,no,no,no,
slime____bimbo,oozy wound,trash star,head of #finance,thts so interestin tell me mor abt myself,no,no,no,no,no,no,
AmberGeeJay,Amber Jopping.,Australia,"Aspiring fiction writer, Slytherin witch, ot21 NCTzen. Finally managed to snag myself a BF lol",@lightlymusical No no although an actual moo would be funny. Some brown haired bimbo who KNEW Sy was my boyfriend a… https://t.co/4aEvHTc00A,no,no,no,no,no,no,
VixusFoxy,Certified Counterfeit MSA™ Millennial ∍⧽⧼∊ 🍥,"Salt Lake City, USA","💜💙18+ ONLY | Infosec | Ethical* Hacker | it/its, she/her | Poly | Warranty Voider | Good Girl | Cybernaut | Maker | Immigrant | HexDrone / ∍⧽⧼∊ Villainess💙💜","Spiral #24, migraine inducing flashing text  superimposed over a picture of a bimbo stuff. You've seen this on the… https://t.co/FWj6peJzmy",no,yes,no,yes,no,no,
libraoverlord,marisa 🧚🏻,,"10 fingers, 10 toes",oh to be a Delta Nu bimbo from Legally Blonde ...,no,no,no,no,no,no,
CamachoSaige,DREAMYSIMP,✨🪐🧪☄️🌋,i am.,Self proclaimed bimbo,no,no,no,no,no,no,
ArielleBuckle,Ari🌺,,🇯🇲,@annatomsin Chloe is great. I love me a good bimbo lol,no,no,no,no,no,no,
badkorea,East Bae,not in Carmen San Diego,"SIP, BLM, wear a mask. Also into postpunk, motorcycles, and sci-fi.","This poster is old enough to drink! 22 years, give or take, finally framed! #TheeHeadcoats &amp; #TheeHeadcoatees… https://t.co/b2YgyVVV3Z",no,no,no,no,no,no,
hellboundloser,𝒋𝒐 ꩜,"Ohio, USA",22,@LordReezus_ i’ll take it “air sign bimbo” sounds kinda hot,no,no,no,no,no,no,
Abdullahi_Issac,A Y ISSACK,,"#HornOfAfrica #Somalia #Djibouti #Ethiopia #Eritrea
Horn of Africa Affairs.",@MtuFlani2 @Muhammedk789 @AsstSecStateAF @AbdihakimAinte @AUC_PAPS @_AfricanUnion Social bimbo detected.,no,no,no,no,no,no,
PatrickWeekes,Patrick Weekes,The Northern Wastes,Writer at EA BioWare. Author of Rogues of Republic series and Feeder. Furiously happy. Repped by @davidhalesmith. Views strictly mine. (they/them) 🏳️‍🌈,"@MelanieMoore BIMBO? Does he not SEE the glasses? I mean, sure, be hateful, fuck up your karma if that’s what you w… https://t.co/VrxO9FnRrB",no,no,yes,no,no,no,
thatxgirlxcass,cass ♡◡♡,,probably somewhere outside in my bumblebee overalls 🐝 | anime / movies / nature / cats / music / art | mother to a very soft orange 🍊 (she/her) ~26~,@tired_bimbo Omg dad rock,no,yes,no,no,no,no,
Fallen_Fuckslut,Frisk The Human,,"A whorish, sarcastic, and generally horny bimbo girl.
Pretty rude and mean to people, but also a total whore. Easily addicted to cock.
#MVRP #UTRP #DTRP",[ Bimbo sounds ],no,no,no,no,no,no,
